text1,text2,label
", highlighting a disproportionate rise in India ’ s premier engineering institutes . === Extent of Retractions === IRW ’ s analysis showed that retractions from Indian institutions surged by 2.5‑fold in 2020–2022 compared to 2017–2019 , reflecting both increased detection and possible growth in misconduct . === Notable Cases === IIT Kharagpur ( 2010 ) : Prof. R. N. P. Choudhary , then Head of the Physics Department , was removed from his post after a junior colleague accused him of misappropriating credit and text from her work . IIT Kanpur ( 2010 ) : Two review articles in Biotechnology Advances by Prof. Ashok Kumar ( Dept . of Biological Sciences & Bioengineering ) and co‑authors were retracted for wholesale copying from earlier papers and Wikipedia ; an internal IIT‑K inquiry later recommended major penalties against the professor and several students . IIT Delhi & Others ( 2009 ) : A joint paper by professors from IIT Delhi , Jamia Millia Islamia and IUAC was retracted by Nuclear Instruments and Methods in Physics Research for plagiarizing large portions of an earlier publication . These high‑profile cases prompted the Society for Scientific Values ( SSV ) to reprimand several IITs",", highlighting a disproportionate rise in India ’ s premier engineering institutes . IIT Kanpur ( 2010 ) : Two review articles in Biotechnology Advances by Prof. Ashok Kumar ( Dept . === Extent of Retractions === IRW ’ s analysis showed that retractions from Indian institutions surged by 2.5‑fold in 2020–2022 compared to 2017–2019 , reflecting both increased detection and possible growth in misconduct . These high‑profile cases prompted the Society for Scientific Values ( SSV ) to reprimand several IITs === Notable Cases === IIT Kharagpur ( 2010 ) : Prof. R. N. P. Choudhary , then Head of the Physics Department , was removed from his post after a junior colleague accused him of misappropriating credit and text from her work . IIT Delhi & Others ( 2009 ) : A joint paper by professors from IIT Delhi , Jamia Millia Islamia and IUAC was retracted by Nuclear Instruments and Methods in Physics Research for plagiarizing large portions of an earlier publication . of Biological Sciences & Bioengineering ) and co‑authors were retracted for wholesale copying from earlier papers and Wikipedia ; an internal IIT‑K inquiry later recommended major penalties against the professor and several students .",1
"No 1 , January 2007 , Pages 10–14 ) , which has been reported to have high similarity to a thirteen-year-old paper entitled `` Sensorless control of permanent magnet AC motors '' by K. Rajshekara and A. Kawamura from EPS Anderson and Yokohama University , published in Proceedings of the 20th International Conference on Industrial Electronics , Control and Instrumentation , 1994 . IECON'94 , Bologna , Italy , Volume 3 , September 1994 , Page ( s ) : 1589 – 1594 . === K. Muthukumar controversy === Another controversy occurred in 2007 , this time surrounding authors from Anna University and Indira Gandhi Centre for Atomic Research ( IGCAR ) publishing an article in the Journal of Materials Science . The article written by K. Muthukumar , T. Mathews , S. Selladurai and R. Bokalawela was reported to be a reproduction of an article published earlier in Proceedings of the National Academy of Sciences ( PNAS ) by David Andersson and others at the Royal Institute of Technology , Sweden . In a correction published online , the journal reported that the article 'does not just plagiarise the results presented in the PNAS paper but actually copies most","has been corrected . Itami was held responsible , and the Japan Science and Technology Agency ( JST ) and the Japan Society for the Promotion of Science ( JSPS ) , which determine the allocation of government research funds , have stopped granting research funds as a penalty until the end of March 2025 from the university . Despite this , RIKEN , which is funded mainly by research fees from the government , hired Itami and obtained about 50 million yen in research funding . He pioneered a loophole that allowed him to obtain research funding by belonging to a national research corporation even if his research funding from the government was suspended due to research misconduct . The independent misconduct of two chemists at the William A. Hinton State Laboratory Institute in Massachusetts caused the drug lab to be shut down and tens of thousands of criminal convictions for drug possession to be overturned . Annie Dookhan admitted to faking test results and adulterating samples to make them consistent with her desired results . Sonja Farak admitted to stealing samples and using them to get high herself . The affairs were documented in the 2020 film How",0
"wrote The Victors ( 1998 ) , a distillation of material from other books detailing Eisenhower 's wartime experiences and connections to the common soldier , and The Wild Blue , that looks at World War II aviation largely through the experiences of George McGovern , who commanded a B-24 crew that flew numerous missions over Germany . His other major works include Undaunted Courage about the Lewis and Clark Expedition and Nothing Like It in the World about the construction of the Pacific Railroad . His final book , This Vast Land , a historical novel about the Lewis & Clark expedition written for young readers , was published posthumously in 2003 . Ambrose 's most popular single work was Undaunted Courage : Meriwether Lewis , Thomas Jefferson , and the Opening of the American West ( 1996 ) , which stayed on the New York Times best seller list for a combined , hardcover and paperback , 126 weeks . Ambrose consolidated research on the Corps of Discovery 's expedition conducted in the previous thirty years and `` synthesized it skillfully to enrich our understanding and appreciation of this grand epic '' , according to Alvin M. Josephy","million shortfall . Quicken Loans Arena was selected in July 2014 as the host site for the 2016 Republican National Convention . The arena hosted the first Republican presidential debate of the 2016 election , aired by Fox News Channel , on August 6 , 2015 . The convention was held July 18–21 , 2016 . The Cleveland 2016 Host Committee , who `` facilitated construction of the 'cloakroom '' space ' for Republican lawmakers , which consisted of an `` exclusive office , lounge and gathering space '' built on the Cleveland Cavaliers practice court , received $ 923,100 from the Friends of the House 2016 LLC '' . Bank records obtained by the Center for Public Integrity show that Comcast , Microsoft , the American Petroleum Institute , Chevron , Koch Companies Public Sector , PhRMA , and other trade and lobby groups `` funded a limited liability company called 'Friends of the House 2016 LLC ' to pay for the 'cloakroom . ' === Security arrangements and planning === The convention is designated as a National Special Security Event , meaning that ultimate authority over law enforcement goes to the Secret Service and Department of Homeland Security",0
"a student commits severe plagiarism ( e.g. , purchasing an assignment ) , suspension or expulsion may occur . There has been historic concern about inconsistencies in penalties administered for university student plagiarism , and a plagiarism tariff was devised in 2008 for UK higher education institutions in an attempt to encourage some standardization of approaches . The Open University in the UK has also noted that students who make their work available to others will be seen as `` demonstrat [ ing ] poor academic conduct '' and that such enabling action may also open up students to penalties within their institution . === Impact of technology === Expanding accessibility and usage of the internet has a positive correlation with plagiarism . However , a Croatian study found that students were not more likely to plagiarize when using an electronic-writing medium . Easy access to information has made it much simpler for students to copy and paste information from the internet without crediting the original author . Educational institutions often emphasize the importance of originality , proper citation , and academic integrity to combat plagiarism . They implement policies , educational programs , and tools like plagiarism detection software",", purchasing an assignment ) , suspension or expulsion may occur . a student commits severe plagiarism ( e.g. Easy access to information has made it much simpler for students to copy and paste information from the internet without crediting the original author . === Impact of technology === Expanding accessibility and usage of the internet has a positive correlation with plagiarism . However , a Croatian study found that students were not more likely to plagiarize when using an electronic-writing medium . Educational institutions often emphasize the importance of originality , proper citation , and academic integrity to combat plagiarism . They implement policies , educational programs , and tools like plagiarism detection software The Open University in the UK has also noted that students who make their work available to others will be seen as `` demonstrat [ ing ] poor academic conduct '' and that such enabling action may also open up students to penalties within their institution . There has been historic concern about inconsistencies in penalties administered for university student plagiarism , and a plagiarism tariff was devised in 2008 for UK higher education institutions in an attempt to encourage some standardization of approaches .",1
"that an intraparty challenge could be possible . GOP donors and Texas politicians asked Representative Mike McCaul to run against him in the next cycle 's Texas primary in 2018 , before McCaul declined to run . Later , on September 23 , 2016 , Cruz publicly endorsed Trump for president . ==== Peter Thiel 's speech ==== Peter Thiel , a billionaire PayPal co-founder and Silicon Valley investor , delivered a manifesto for tackling the greater issues of the day , focusing on technology , the economy and small government . Thiel also affirmed his pride to be `` gay , a Republican and most of all an American '' , a stance that earned him a standing ovation , chanting `` USA ! '' . It was the first time in the history of Republican National Conventions that a speaker identified himself as gay in his speech , although there have been previous speeches by gay men . ==== Donald Trump 's speech ==== Trump , having been formally nominated as the Republican presidential nominee on the second night of the convention , spoke on the fourth and final night of the convention . Trump 's speech was","for stealing his intellectual property . eMedia released a media statement on 21 April 2023 , confirming Tebogo 's unsolicited proposal , stated that the proposal was based on a royal family and their celebrity couple friends grappling with their sexual identity was rejected , and that the name of the series is simply a common phrase , and that any similarities were purely coincidental . == Broadcast == The series premiered on e.tv on 17 April 2023 . The series was also added to streaming service eVOD . === International broadcast === The series is distributed in French-speaking territories through Canal+ and A+ , under the title Le Voile de L'illusion ( lit . The Veil of Illusion ) . == Reception == === Critical reception === The series reached 1.7 million viewers in its debut , and later reached 3 million viewers in October 2023 . The series went on to become the third most watched series on the channel , ultimately beating e.tv 's longest-running soapie Scandal ! . Critics attribute its debut figures to e.tv 's lack of effort in promoting the series . == References ==",0
"Guttenberg , one regarding possible copyright violations and another on a possible false statutory declaration . The second was immediately declined by the attorney due to apparent insubstantiality . The same day the newspaper Süddeutsche Zeitung reported its findings that Guttenberg had used texts of 19 authors without correct attribution . Chancellor Angela Merkel declared : `` He has my full confidence for his work , and this work is important . He has my support [ … ] and we must wait until the university has completed its examination of the allegations '' . In an interview , the chancellor attested Guttenberg had a `` head-on approach '' on the allegations . === Use of Parliamentary Research Service === On 19 February 2011 , the German news magazine Der Spiegel reported that Guttenberg had used works of the German Parliamentary Research Service ( PRS ) without proper attribution . Any publication of PRS papers requires prior approval by the German Bundestag 's departmental management . During the weekend of 20 February 2011 , Guttenberg re-read his dissertation to examine Guttenplag 's findings as well as other findings . The next day in a letter Guttenberg asked the University of","A Comprehensive Review of State-of-The-Art Methods for Java Code Generation from Natural Language Text Java Code Generation consists in generating automatically Java code from a Natural Language Text . This NLP task helps in increasing programmers ' productivity by providing them with immediate solutions to the simplest and most repetitive tasks . Code generation is a challenging task because of the hard syntactic rules and the necessity of a deep understanding of the semantic aspect of the programming language . Many works tried to tackle this task using either RNN-based , or Transformer-based models . The latter achieved remarkable advancement in the domain and they can be divided into three groups : ( 1 ) encoder-only models , ( 2 ) decoder-only models , and ( 3 ) encoder-decoder models . In this paper , we provide a comprehensive review of the evolution and progress of deep learning models in Java code generation task . We focus on the most important methods and present their merits and limitations , as well as the objective functions used by the community . In addition , we provide a detailed description of datasets and evaluation metrics used in the literature . Finally ,",0
"a source . Relying too heavily on other people 's work , failing to bring original thought into the text . The authors of a 2019 systematic literature review on academic plagiarism detection derived a four-leven typology of academic plagiarism , from the total words of a language ( lexis ) , from its syntax , from its semantics , and from methods to capture plagiarism of ideas and structures . The typology categorizes plagiarism forms according to the layer of the model they affect : Characters-preserving plagiarism Verbatim copying without proper citation Syntax-preserving plagiarism Synonym substitution Technical disguise ( e.g. , using identically looking glyphs from another alphabet ) Semantics-preserving plagiarism Translation Paraphrase Idea-preserving plagiarism Appropriation of ideas or concepts Reusing text structure Ghostwriting Collusion ( typically among students ) Contract cheating === Factors influencing students ' decisions to plagiarize === Several studies investigated factors predicting the decision to plagiarize . For example , a panel study with students from German universities found that academic procrastination predicts the frequency plagiarism conducted within six months followed the measurement of academic procrastination . It has been argued that by plagiarizing , students cope with the negative consequences that result from academic","The authors of a 2019 systematic literature review on academic plagiarism detection derived a four-leven typology of academic plagiarism , from the total words of a language ( lexis ) , from its syntax , from its semantics , and from methods to capture plagiarism of ideas and structures . , using identically looking glyphs from another alphabet ) Semantics-preserving plagiarism Translation Paraphrase Idea-preserving plagiarism Appropriation of ideas or concepts Reusing text structure Ghostwriting Collusion ( typically among students ) Contract cheating === Factors influencing students ' decisions to plagiarize === Several studies investigated factors predicting the decision to plagiarize . Relying too heavily on other people 's work , failing to bring original thought into the text . It has been argued that by plagiarizing , students cope with the negative consequences that result from academic The typology categorizes plagiarism forms according to the layer of the model they affect : Characters-preserving plagiarism Verbatim copying without proper citation Syntax-preserving plagiarism Synonym substitution Technical disguise ( e.g. a source . For example , a panel study with students from German universities found that academic procrastination predicts the frequency plagiarism conducted within six months followed the measurement of academic procrastination .",1
"S.K . Sahoo have been retracted following highly unethical practices such as serial self plagiarism , data manipulation and falsification of results . === Other === In a notice by the journal Biotechnology Advances in its Nov/Dec 2010 issue , an article published by Dr. Sangiliyandi Gurunathan and group at Division of Molecular and Cellular Biology , Kalasalingam University has been retracted due to plagiarism . There was a minor plagiarism controversy in 2012 , when a PhD student plagiarised some content in a paper that happened to be co-authored by C. N. R. Rao – science adviser to India 's Prime Minister . == See also == Plagiarism Research Integrity Risk Index Plagiarism detection Scientific plagiarism in the United States Vishwa Jit Gupta and the Himalayan fossil hoax == References ==","Introduction '' . The Journal of American History . 78 ( 1 ) : 11–22 . doi:10.2307/2078080 . JSTOR 2078080 . == Further reading == Thelen , David ( June 1991 ) . `` Becoming Martin Luther King , Jr. plagiarism and originality ; a round table '' . Journal of American History . 78 ( 1 ) : 11–123 . doi:10.2307/2078080 . JSTOR 2078080 . OCLC 226682774 . Kirk , John ( 2007 ) . Martin Luther King , Jr and the civil rights movement : controversies and debates . Basingstoke : Palgrave Macmillan . p. See chapter 4 , `` Authorship : Plagiarism , Ghost-Writing , and Voice-Merging '' . ISBN 978-1403996541 . Boston University Committee to Investigate Charges of Plagiarism in the Ph . D. Dissertation of Martin Luther King , Jr. ( 1991 ) . Report of the Boston University Committee to Investigate Charges of Plagiarism in the Ph . D. Dissertation of Martin Luther King , Jr. , September 1991 . Boston University . Pappas , Theodore ( 1993 ) . `` Plagiarism , Culture , and the Future of the Academy '' ( PDF ) . Humanitas . VI ( 2 ) : 66–80",0
". We find that BERT and similar pre-trained models perform the best for fake news detection , especially with very small dataset . Hence , these models are significantly better option for languages with limited electronic contents , i.e. , training data . We also carried out several analysis based on the models ' performance , article 's topic , article 's length , and discussed different lessons learned from them . We believe that this benchmark study will help the research community to explore further and news sites/blogs to select the most appropriate fake news detection method .","Hence , these models are significantly better option for languages with limited electronic contents , i.e. . We also carried out several analysis based on the models ' performance , article 's topic , article 's length , and discussed different lessons learned from them . We believe that this benchmark study will help the research community to explore further and news sites/blogs to select the most appropriate fake news detection method . We find that BERT and similar pre-trained models perform the best for fake news detection , especially with very small dataset . , training data .",1
", `` When I heard `` Born this Way '' on the radio ... I said , 'that sounds very familiar ' ... It felt reductive . '' She also told The Newsweek Daily Beast Company what she had in mind when she heard `` Born This Way '' : `` I thought , 'What a wonderful way to redo my song ' . I mean , I recognized the chord changes . I thought it was ... interesting . '' Australian singer Delta Goodrem has been accused of copying the music of Arcade Fire 's 2005 song `` Rebellion ( Lies ) '' for her 2012 single `` Sitting on Top of the World '' ; however , no legal action is known to have been taken against her by the band . The Beastie Boys were sued in May 2012 by Hip Hop label Tuf America , claiming misappropriation and infringing copyright for `` Hold It , Now Hit It '' and `` The New Style '' from Licensed to Ill , allegedly using portions of Trouble Funk 's 1982 song `` Drop the Bomb '' . The Beastie Boys were also sued for using the `` Drop","her spokesman Steffen Seibert on 28 February 2011 that Guttenberg still had her full confidence . Asked for Merkel 's opinion on the fraud accusation by Oliver Lepsius , Seibert declared that `` fraud requires intention . Any intention was denied by Guttenberg . The Chancellor believes him . '' Guttenberg himself gained strong support at a CSU meeting in Munich , while several CSU politicians sharply criticized Lammert and Schavan for their comments . === Resignation as Defense Minister === On 1 March 2011 , Guttenberg declared his resignation from all political offices at national level . He called this decision the `` most painful step of my life '' and declared `` I was always ready to fight , but I have reached the limits of my strength '' . `` I must agree with my enemies who say that I was not appointed minister for self-defence , but defence minister '' Guttenberg said in view of his ministerial office . As for the inquiry regarding his dissertation , he announced his full cooperation with the district attorney 's investigations . Guttenberg thanked Angela Merkel for her support , trust , and understanding . Chancellor Merkel reacted to",0
